dataset_id,dataset_label,ep_size,experts_per_gpu,files_used,calibration_requests,evaluation_requests,source_policy,block_size,expert_placement,local_bytes_excluded,remote_bytes,topology,connected,degree_values,routing,candidate_pool_size,candidate_index
qwen_mmlu_ml,Qwen MMLU ML,64,2.0,112,12,100,block_by_token,16,block,368410624,46229946368,SON torus ECMP,True,"{""41"": 4, ""49"": 4, ""18"": 4, ""26"": 4, ""44"": 4, ""45"": 4, ""8"": 4, ""9"": 4, ""14"": 4, ""22"": 4, ""40"": 4, ""17"": 4, ""15"": 4, ""23"": 4, ""32"": 4, ""39"": 4, ""42"": 4, ""19"": 4, ""47"": 4, ""55"": 4, ""50"": 4, ""10"": 4, ""0"": 4, ""7"": 4, ""38"": 4, ""46"": 4, ""48"": 4, ""56"": 4, ""16"": 4, ""24"": 4, ""43"": 4, ""12"": 4, ""20"": 4, ""30"": 4, ""57"": 4, ""13"": 4, ""21"": 4, ""53"": 4, ""63"": 4, ""51"": 4, ""59"": 4, ""54"": 4, ""31"": 4, ""27"": 4, ""52"": 4, ""28"": 4, ""60"": 4, ""25"": 4, ""61"": 4, ""33"": 4, ""34"": 4, ""29"": 4, ""58"": 4, ""35"": 4, ""62"": 4, ""5"": 4, ""1"": 4, ""36"": 4, ""6"": 4, ""37"": 4, ""2"": 4, ""3"": 4, ""11"": 4, ""4"": 4}",ECMP,,
qwen_mmlu_ml,Qwen MMLU ML,64,2.0,112,12,100,block_by_token,16,block,368410624,46229946368,RON candidate selected calibrated,True,"{""10"": 4, ""34"": 4, ""1"": 4, ""31"": 4, ""47"": 4, ""62"": 4, ""33"": 4, ""45"": 4, ""28"": 4, ""58"": 4, ""18"": 4, ""35"": 4, ""9"": 4, ""63"": 4, ""38"": 4, ""44"": 4, ""14"": 4, ""22"": 4, ""17"": 4, ""21"": 4, ""0"": 4, ""12"": 4, ""43"": 4, ""49"": 4, ""23"": 4, ""61"": 4, ""27"": 4, ""24"": 4, ""26"": 4, ""30"": 4, ""39"": 4, ""8"": 4, ""57"": 4, ""11"": 4, ""6"": 4, ""59"": 4, ""36"": 4, ""37"": 4, ""46"": 4, ""3"": 4, ""41"": 4, ""7"": 4, ""51"": 4, ""53"": 4, ""2"": 4, ""52"": 4, ""55"": 4, ""54"": 4, ""48"": 4, ""20"": 4, ""42"": 4, ""56"": 4, ""25"": 4, ""29"": 4, ""40"": 4, ""13"": 4, ""16"": 4, ""4"": 4, ""32"": 4, ""19"": 4, ""15"": 4, ""50"": 4, ""60"": 4, ""5"": 4}",,22,13
qwen_livecode,Qwen LiveCodeBench,16,8.0,479,48,431,block_by_token,16,block,20144185344,604592947200,SON ring,True,"{""0"": 2, ""1"": 2, ""9"": 2, ""10"": 2, ""13"": 2, ""14"": 2, ""2"": 2, ""11"": 2, ""3"": 2, ""4"": 2, ""12"": 2, ""6"": 2, ""7"": 2, ""5"": 2, ""8"": 2, ""15"": 2}",deterministic,,
qwen_livecode,Qwen LiveCodeBench,16,8.0,479,48,431,block_by_token,16,block,20144185344,604592947200,SON torus deterministic,True,"{""3"": 4, ""7"": 4, ""12"": 4, ""13"": 4, ""8"": 4, ""9"": 4, ""2"": 4, ""14"": 4, ""4"": 4, ""5"": 4, ""6"": 4, ""15"": 4, ""11"": 4, ""0"": 4, ""1"": 4, ""10"": 4}",deterministic,,
qwen_livecode,Qwen LiveCodeBench,16,8.0,479,48,431,block_by_token,16,block,20144185344,604592947200,SON torus ECMP,True,"{""3"": 4, ""7"": 4, ""12"": 4, ""13"": 4, ""8"": 4, ""9"": 4, ""2"": 4, ""14"": 4, ""4"": 4, ""5"": 4, ""6"": 4, ""15"": 4, ""11"": 4, ""0"": 4, ""1"": 4, ""10"": 4}",ECMP,,
qwen_livecode,Qwen LiveCodeBench,16,8.0,479,48,431,block_by_token,16,block,20144185344,604592947200,RON candidate selected calibrated,True,"{""6"": 4, ""15"": 4, ""4"": 4, ""5"": 4, ""7"": 4, ""9"": 4, ""11"": 4, ""0"": 4, ""8"": 4, ""14"": 4, ""10"": 4, ""13"": 4, ""1"": 4, ""12"": 4, ""3"": 4, ""2"": 4}",,22,7
qwen_livecode,Qwen LiveCodeBench,32,4.0,479,48,431,block_by_token,16,block,10098122752,624685072384,SON ring,True,"{""3"": 2, ""4"": 2, ""26"": 2, ""27"": 2, ""12"": 2, ""13"": 2, ""21"": 2, ""22"": 2, ""23"": 2, ""8"": 2, ""9"": 2, ""17"": 2, ""18"": 2, ""28"": 2, ""25"": 2, ""14"": 2, ""19"": 2, ""5"": 2, ""6"": 2, ""15"": 2, ""24"": 2, ""0"": 2, ""1"": 2, ""10"": 2, ""2"": 2, ""11"": 2, ""20"": 2, ""29"": 2, ""7"": 2, ""16"": 2, ""31"": 2, ""30"": 2}",deterministic,,
qwen_livecode,Qwen LiveCodeBench,32,4.0,479,48,431,block_by_token,16,block,10098122752,624685072384,SON torus deterministic,True,"{""3"": 4, ""4"": 4, ""18"": 4, ""26"": 4, ""27"": 4, ""6"": 4, ""30"": 4, ""12"": 4, ""13"": 4, ""21"": 4, ""22"": 4, ""5"": 4, ""23"": 4, ""8"": 4, ""9"": 4, ""14"": 4, ""31"": 4, ""0"": 4, ""17"": 4, ""15"": 4, ""1"": 4, ""10"": 4, ""25"": 4, ""28"": 4, ""19"": 4, ""2"": 4, ""7"": 4, ""20"": 4, ""11"": 4, ""29"": 4, ""24"": 4, ""16"": 4}",deterministic,,
qwen_livecode,Qwen LiveCodeBench,32,4.0,479,48,431,block_by_token,16,block,10098122752,624685072384,SON torus ECMP,True,"{""3"": 4, ""4"": 4, ""18"": 4, ""26"": 4, ""27"": 4, ""6"": 4, ""30"": 4, ""12"": 4, ""13"": 4, ""21"": 4, ""22"": 4, ""5"": 4, ""23"": 4, ""8"": 4, ""9"": 4, ""14"": 4, ""31"": 4, ""0"": 4, ""17"": 4, ""15"": 4, ""1"": 4, ""10"": 4, ""25"": 4, ""28"": 4, ""19"": 4, ""2"": 4, ""7"": 4, ""20"": 4, ""11"": 4, ""29"": 4, ""24"": 4, ""16"": 4}",ECMP,,
qwen_livecode,Qwen LiveCodeBench,32,4.0,479,48,431,block_by_token,16,block,10098122752,624685072384,RON candidate selected calibrated,True,"{""13"": 4, ""27"": 4, ""24"": 4, ""6"": 4, ""21"": 4, ""7"": 4, ""20"": 4, ""4"": 4, ""3"": 4, ""10"": 4, ""31"": 4, ""0"": 4, ""8"": 4, ""30"": 4, ""9"": 4, ""26"": 4, ""14"": 4, ""16"": 4, ""15"": 4, ""17"": 4, ""25"": 4, ""18"": 4, ""19"": 4, ""22"": 4, ""28"": 4, ""29"": 4, ""5"": 4, ""12"": 4, ""1"": 4, ""2"": 4, ""23"": 4, ""11"": 4}",,22,18
qwen_livecode,Qwen LiveCodeBench,64,2.0,479,48,431,block_by_token,16,block,5016821760,634847674368,SON ring,True,"{""3"": 2, ""4"": 2, ""58"": 2, ""59"": 2, ""26"": 2, ""27"": 2, ""35"": 2, ""36"": 2, ""44"": 2, ""45"": 2, ""12"": 2, ""13"": 2, ""21"": 2, ""22"": 2, ""23"": 2, ""31"": 2, ""32"": 2, ""8"": 2, ""9"": 2, ""40"": 2, ""41"": 2, ""49"": 2, ""50"": 2, ""0"": 2, ""63"": 2, ""17"": 2, ""18"": 2, ""28"": 2, ""25"": 2, ""37"": 2, ""14"": 2, ""46"": 2, ""54"": 2, ""55"": 2, ""56"": 2, ""33"": 2, ""42"": 2, ""51"": 2, ""19"": 2, ""5"": 2, ""60"": 2, ""6"": 2, ""52"": 2, ""61"": 2, ""47"": 2, ""15"": 2, ""24"": 2, ""1"": 2, ""10"": 2, ""2"": 2, ""11"": 2, ""20"": 2, ""29"": 2, ""38"": 2, ""7"": 2, ""16"": 2, ""48"": 2, ""57"": 2, ""34"": 2, ""43"": 2, ""30"": 2, ""62"": 2, ""53"": 2, ""39"": 2}",deterministic,,
qwen_livecode,Qwen LiveCodeBench,64,2.0,479,48,431,block_by_token,16,block,5016821760,634847674368,SON torus deterministic,True,"{""41"": 4, ""49"": 4, ""18"": 4, ""26"": 4, ""44"": 4, ""45"": 4, ""8"": 4, ""9"": 4, ""14"": 4, ""22"": 4, ""40"": 4, ""17"": 4, ""15"": 4, ""23"": 4, ""32"": 4, ""39"": 4, ""42"": 4, ""19"": 4, ""47"": 4, ""55"": 4, ""50"": 4, ""10"": 4, ""0"": 4, ""7"": 4, ""38"": 4, ""46"": 4, ""48"": 4, ""56"": 4, ""16"": 4, ""24"": 4, ""43"": 4, ""12"": 4, ""20"": 4, ""30"": 4, ""57"": 4, ""13"": 4, ""21"": 4, ""53"": 4, ""63"": 4, ""51"": 4, ""59"": 4, ""54"": 4, ""31"": 4, ""27"": 4, ""52"": 4, ""28"": 4, ""60"": 4, ""25"": 4, ""61"": 4, ""33"": 4, ""34"": 4, ""29"": 4, ""58"": 4, ""35"": 4, ""62"": 4, ""5"": 4, ""1"": 4, ""36"": 4, ""6"": 4, ""37"": 4, ""2"": 4, ""3"": 4, ""11"": 4, ""4"": 4}",deterministic,,
qwen_livecode,Qwen LiveCodeBench,64,2.0,479,48,431,block_by_token,16,block,5016821760,634847674368,SON torus ECMP,True,"{""41"": 4, ""49"": 4, ""18"": 4, ""26"": 4, ""44"": 4, ""45"": 4, ""8"": 4, ""9"": 4, ""14"": 4, ""22"": 4, ""40"": 4, ""17"": 4, ""15"": 4, ""23"": 4, ""32"": 4, ""39"": 4, ""42"": 4, ""19"": 4, ""47"": 4, ""55"": 4, ""50"": 4, ""10"": 4, ""0"": 4, ""7"": 4, ""38"": 4, ""46"": 4, ""48"": 4, ""56"": 4, ""16"": 4, ""24"": 4, ""43"": 4, ""12"": 4, ""20"": 4, ""30"": 4, ""57"": 4, ""13"": 4, ""21"": 4, ""53"": 4, ""63"": 4, ""51"": 4, ""59"": 4, ""54"": 4, ""31"": 4, ""27"": 4, ""52"": 4, ""28"": 4, ""60"": 4, ""25"": 4, ""61"": 4, ""33"": 4, ""34"": 4, ""29"": 4, ""58"": 4, ""35"": 4, ""62"": 4, ""5"": 4, ""1"": 4, ""36"": 4, ""6"": 4, ""37"": 4, ""2"": 4, ""3"": 4, ""11"": 4, ""4"": 4}",ECMP,,
qwen_livecode,Qwen LiveCodeBench,64,2.0,479,48,431,block_by_token,16,block,5016821760,634847674368,RON candidate selected calibrated,True,"{""10"": 4, ""34"": 4, ""1"": 4, ""31"": 4, ""47"": 4, ""62"": 4, ""33"": 4, ""45"": 4, ""28"": 4, ""58"": 4, ""18"": 4, ""35"": 4, ""9"": 4, ""63"": 4, ""38"": 4, ""44"": 4, ""14"": 4, ""22"": 4, ""17"": 4, ""21"": 4, ""0"": 4, ""12"": 4, ""43"": 4, ""49"": 4, ""23"": 4, ""61"": 4, ""27"": 4, ""24"": 4, ""26"": 4, ""30"": 4, ""39"": 4, ""8"": 4, ""57"": 4, ""11"": 4, ""6"": 4, ""59"": 4, ""36"": 4, ""37"": 4, ""46"": 4, ""3"": 4, ""41"": 4, ""7"": 4, ""51"": 4, ""53"": 4, ""2"": 4, ""52"": 4, ""55"": 4, ""54"": 4, ""48"": 4, ""20"": 4, ""42"": 4, ""56"": 4, ""25"": 4, ""29"": 4, ""40"": 4, ""13"": 4, ""16"": 4, ""4"": 4, ""32"": 4, ""19"": 4, ""15"": 4, ""50"": 4, ""60"": 4, ""5"": 4}",,22,13
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,16,8.0,135,14,121,block_by_token,16,block,606027776,18119229440,SON ring,True,"{""0"": 2, ""1"": 2, ""9"": 2, ""10"": 2, ""13"": 2, ""14"": 2, ""2"": 2, ""11"": 2, ""3"": 2, ""4"": 2, ""12"": 2, ""6"": 2, ""7"": 2, ""5"": 2, ""8"": 2, ""15"": 2}",deterministic,,
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,16,8.0,135,14,121,block_by_token,16,block,606027776,18119229440,SON torus deterministic,True,"{""3"": 4, ""7"": 4, ""12"": 4, ""13"": 4, ""8"": 4, ""9"": 4, ""2"": 4, ""14"": 4, ""4"": 4, ""5"": 4, ""6"": 4, ""15"": 4, ""11"": 4, ""0"": 4, ""1"": 4, ""10"": 4}",deterministic,,
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,16,8.0,135,14,121,block_by_token,16,block,606027776,18119229440,SON torus ECMP,True,"{""3"": 4, ""7"": 4, ""12"": 4, ""13"": 4, ""8"": 4, ""9"": 4, ""2"": 4, ""14"": 4, ""4"": 4, ""5"": 4, ""6"": 4, ""15"": 4, ""11"": 4, ""0"": 4, ""1"": 4, ""10"": 4}",ECMP,,
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,16,8.0,135,14,121,block_by_token,16,block,606027776,18119229440,RON candidate selected calibrated,True,"{""6"": 4, ""12"": 4, ""3"": 4, ""4"": 4, ""13"": 4, ""9"": 4, ""11"": 4, ""0"": 4, ""8"": 4, ""14"": 4, ""1"": 4, ""2"": 4, ""7"": 4, ""10"": 4, ""5"": 4, ""15"": 4}",,22,12
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,32,4.0,135,14,121,block_by_token,16,block,309125120,18713034752,SON ring,True,"{""3"": 2, ""4"": 2, ""26"": 2, ""27"": 2, ""12"": 2, ""13"": 2, ""21"": 2, ""22"": 2, ""23"": 2, ""8"": 2, ""9"": 2, ""17"": 2, ""18"": 2, ""28"": 2, ""25"": 2, ""14"": 2, ""19"": 2, ""5"": 2, ""6"": 2, ""15"": 2, ""24"": 2, ""0"": 2, ""1"": 2, ""10"": 2, ""2"": 2, ""11"": 2, ""20"": 2, ""29"": 2, ""7"": 2, ""16"": 2, ""31"": 2, ""30"": 2}",deterministic,,
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,32,4.0,135,14,121,block_by_token,16,block,309125120,18713034752,SON torus deterministic,True,"{""3"": 4, ""4"": 4, ""18"": 4, ""26"": 4, ""27"": 4, ""6"": 4, ""30"": 4, ""12"": 4, ""13"": 4, ""21"": 4, ""22"": 4, ""5"": 4, ""23"": 4, ""8"": 4, ""9"": 4, ""14"": 4, ""31"": 4, ""0"": 4, ""17"": 4, ""15"": 4, ""1"": 4, ""10"": 4, ""25"": 4, ""28"": 4, ""19"": 4, ""2"": 4, ""7"": 4, ""20"": 4, ""11"": 4, ""29"": 4, ""24"": 4, ""16"": 4}",deterministic,,
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,32,4.0,135,14,121,block_by_token,16,block,309125120,18713034752,SON torus ECMP,True,"{""3"": 4, ""4"": 4, ""18"": 4, ""26"": 4, ""27"": 4, ""6"": 4, ""30"": 4, ""12"": 4, ""13"": 4, ""21"": 4, ""22"": 4, ""5"": 4, ""23"": 4, ""8"": 4, ""9"": 4, ""14"": 4, ""31"": 4, ""0"": 4, ""17"": 4, ""15"": 4, ""1"": 4, ""10"": 4, ""25"": 4, ""28"": 4, ""19"": 4, ""2"": 4, ""7"": 4, ""20"": 4, ""11"": 4, ""29"": 4, ""24"": 4, ""16"": 4}",ECMP,,
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,32,4.0,135,14,121,block_by_token,16,block,309125120,18713034752,RON candidate selected calibrated,True,"{""13"": 4, ""27"": 4, ""24"": 4, ""6"": 4, ""21"": 4, ""7"": 4, ""20"": 4, ""4"": 4, ""3"": 4, ""10"": 4, ""31"": 4, ""0"": 4, ""8"": 4, ""30"": 4, ""9"": 4, ""26"": 4, ""14"": 4, ""16"": 4, ""15"": 4, ""17"": 4, ""25"": 4, ""18"": 4, ""19"": 4, ""22"": 4, ""28"": 4, ""29"": 4, ""5"": 4, ""12"": 4, ""1"": 4, ""2"": 4, ""23"": 4, ""11"": 4}",,22,18
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,64,2.0,135,14,121,block_by_token,16,block,149741568,19031801856,SON ring,True,"{""3"": 2, ""4"": 2, ""58"": 2, ""59"": 2, ""26"": 2, ""27"": 2, ""35"": 2, ""36"": 2, ""44"": 2, ""45"": 2, ""12"": 2, ""13"": 2, ""21"": 2, ""22"": 2, ""23"": 2, ""31"": 2, ""32"": 2, ""8"": 2, ""9"": 2, ""40"": 2, ""41"": 2, ""49"": 2, ""50"": 2, ""0"": 2, ""63"": 2, ""17"": 2, ""18"": 2, ""28"": 2, ""25"": 2, ""37"": 2, ""14"": 2, ""46"": 2, ""54"": 2, ""55"": 2, ""56"": 2, ""33"": 2, ""42"": 2, ""51"": 2, ""19"": 2, ""5"": 2, ""60"": 2, ""6"": 2, ""52"": 2, ""61"": 2, ""47"": 2, ""15"": 2, ""24"": 2, ""1"": 2, ""10"": 2, ""2"": 2, ""11"": 2, ""20"": 2, ""29"": 2, ""38"": 2, ""7"": 2, ""16"": 2, ""48"": 2, ""57"": 2, ""34"": 2, ""43"": 2, ""30"": 2, ""62"": 2, ""53"": 2, ""39"": 2}",deterministic,,
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,64,2.0,135,14,121,block_by_token,16,block,149741568,19031801856,SON torus deterministic,True,"{""41"": 4, ""49"": 4, ""18"": 4, ""26"": 4, ""44"": 4, ""45"": 4, ""8"": 4, ""9"": 4, ""14"": 4, ""22"": 4, ""40"": 4, ""17"": 4, ""15"": 4, ""23"": 4, ""32"": 4, ""39"": 4, ""42"": 4, ""19"": 4, ""47"": 4, ""55"": 4, ""50"": 4, ""10"": 4, ""0"": 4, ""7"": 4, ""38"": 4, ""46"": 4, ""48"": 4, ""56"": 4, ""16"": 4, ""24"": 4, ""43"": 4, ""12"": 4, ""20"": 4, ""30"": 4, ""57"": 4, ""13"": 4, ""21"": 4, ""53"": 4, ""63"": 4, ""51"": 4, ""59"": 4, ""54"": 4, ""31"": 4, ""27"": 4, ""52"": 4, ""28"": 4, ""60"": 4, ""25"": 4, ""61"": 4, ""33"": 4, ""34"": 4, ""29"": 4, ""58"": 4, ""35"": 4, ""62"": 4, ""5"": 4, ""1"": 4, ""36"": 4, ""6"": 4, ""37"": 4, ""2"": 4, ""3"": 4, ""11"": 4, ""4"": 4}",deterministic,,
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,64,2.0,135,14,121,block_by_token,16,block,149741568,19031801856,SON torus ECMP,True,"{""41"": 4, ""49"": 4, ""18"": 4, ""26"": 4, ""44"": 4, ""45"": 4, ""8"": 4, ""9"": 4, ""14"": 4, ""22"": 4, ""40"": 4, ""17"": 4, ""15"": 4, ""23"": 4, ""32"": 4, ""39"": 4, ""42"": 4, ""19"": 4, ""47"": 4, ""55"": 4, ""50"": 4, ""10"": 4, ""0"": 4, ""7"": 4, ""38"": 4, ""46"": 4, ""48"": 4, ""56"": 4, ""16"": 4, ""24"": 4, ""43"": 4, ""12"": 4, ""20"": 4, ""30"": 4, ""57"": 4, ""13"": 4, ""21"": 4, ""53"": 4, ""63"": 4, ""51"": 4, ""59"": 4, ""54"": 4, ""31"": 4, ""27"": 4, ""52"": 4, ""28"": 4, ""60"": 4, ""25"": 4, ""61"": 4, ""33"": 4, ""34"": 4, ""29"": 4, ""58"": 4, ""35"": 4, ""62"": 4, ""5"": 4, ""1"": 4, ""36"": 4, ""6"": 4, ""37"": 4, ""2"": 4, ""3"": 4, ""11"": 4, ""4"": 4}",ECMP,,
qwen_mmlu_zh_anatomy,Qwen ZH Anatomy,64,2.0,135,14,121,block_by_token,16,block,149741568,19031801856,RON candidate selected calibrated,True,"{""15"": 4, ""21"": 4, ""7"": 4, ""35"": 4, ""10"": 4, ""52"": 4, ""11"": 4, ""51"": 4, ""62"": 4, ""23"": 4, ""25"": 4, ""38"": 4, ""53"": 4, ""14"": 4, ""5"": 4, ""28"": 4, ""48"": 4, ""63"": 4, ""22"": 4, ""44"": 4, ""40"": 4, ""9"": 4, ""4"": 4, ""57"": 4, ""34"": 4, ""58"": 4, ""26"": 4, ""32"": 4, ""8"": 4, ""18"": 4, ""37"": 4, ""20"": 4, ""31"": 4, ""12"": 4, ""27"": 4, ""43"": 4, ""60"": 4, ""39"": 4, ""3"": 4, ""42"": 4, ""16"": 4, ""0"": 4, ""17"": 4, ""54"": 4, ""30"": 4, ""61"": 4, ""55"": 4, ""6"": 4, ""36"": 4, ""1"": 4, ""50"": 4, ""41"": 4, ""46"": 4, ""47"": 4, ""24"": 4, ""19"": 4, ""29"": 4, ""2"": 4, ""49"": 4, ""13"": 4, ""45"": 4, ""59"": 4, ""33"": 4, ""56"": 4}",,22,4
deepseek_livecode,DeepSeek LiveCodeBench,16,16.0,440,44,396,block_by_token,16,block,11994677248,360118190080,SON ring,True,"{""0"": 2, ""1"": 2, ""9"": 2, ""10"": 2, ""13"": 2, ""14"": 2, ""2"": 2, ""11"": 2, ""3"": 2, ""4"": 2, ""12"": 2, ""6"": 2, ""7"": 2, ""5"": 2, ""8"": 2, ""15"": 2}",deterministic,,
